InstrumentName, NREL
StartTime, 2018-03-01 00:00:00
EndTime, 2018-03-31 23:59:59
Date,O3
03/01/2018 00:00:00.000000,48.0
03/01/2018 01:00:00.000000,46.0
03/01/2018 02:00:00.000000,44.0
03/01/2018 03:00:00.000000,43.0
03/01/2018 04:00:00.000000,43.0
03/01/2018 05:00:00.000000,41.0
03/01/2018 06:00:00.000000,38.0
03/01/2018 07:00:00.000000,36.0
03/01/2018 08:00:00.000000,35.0
03/01/2018 09:00:00.000000,35.0
03/01/2018 10:00:00.000000,29.0
03/01/2018 11:00:00.000000,29.0
03/01/2018 12:00:00.000000,29.0
03/01/2018 13:00:00.000000,30.0
03/01/2018 14:00:00.000000,28.0
03/01/2018 15:00:00.000000,26.0
03/01/2018 16:00:00.000000,26.0
03/01/2018 17:00:00.000000,27.0
03/01/2018 18:00:00.000000,30.0
03/01/2018 19:00:00.000000,32.0
03/01/2018 20:00:00.000000,35.0
03/01/2018 21:00:00.000000,36.0
03/01/2018 22:00:00.000000,37.0
03/01/2018 23:00:00.000000,37.0
03/02/2018 00:00:00.000000,36.0
03/02/2018 01:00:00.000000,35.0
03/02/2018 02:00:00.000000,35.0
03/02/2018 03:00:00.000000,33.0
03/02/2018 04:00:00.000000,32.0
03/02/2018 05:00:00.000000,33.0
03/02/2018 06:00:00.000000,34.0
03/02/2018 07:00:00.000000,37.0
03/02/2018 08:00:00.000000,39.0
03/02/2018 09:00:00.000000,39.0
03/02/2018 10:00:00.000000,43.0
03/02/2018 11:00:00.000000,43.0
03/02/2018 12:00:00.000000,43.0
03/02/2018 13:00:00.000000,40.0
03/02/2018 14:00:00.000000,38.0
03/02/2018 15:00:00.000000,35.0
03/02/2018 16:00:00.000000,37.0
03/02/2018 17:00:00.000000,38.0
03/02/2018 18:00:00.000000,39.0
03/02/2018 19:00:00.000000,41.0
03/02/2018 20:00:00.000000,41.0
03/02/2018 21:00:00.000000,43.0
03/02/2018 22:00:00.000000,43.0
03/02/2018 23:00:00.000000,42.0
03/03/2018 00:00:00.000000,42.0
03/03/2018 01:00:00.000000,41.0
03/03/2018 02:00:00.000000,39.0
03/03/2018 03:00:00.000000,38.0
03/03/2018 04:00:00.000000,37.0
03/03/2018 05:00:00.000000,37.0
03/03/2018 06:00:00.000000,37.0
03/03/2018 07:00:00.000000,37.0
03/03/2018 08:00:00.000000,37.0
03/03/2018 09:00:00.000000,37.0
03/03/2018 10:00:00.000000,38.0
03/03/2018 11:00:00.000000,37.0
03/03/2018 12:00:00.000000,37.0
03/03/2018 13:00:00.000000,37.0
03/03/2018 14:00:00.000000,37.0
03/03/2018 15:00:00.000000,37.0
03/03/2018 16:00:00.000000,38.0
03/03/2018 17:00:00.000000,39.0
03/03/2018 18:00:00.000000,40.0
03/03/2018 19:00:00.000000,42.0
03/03/2018 20:00:00.000000,45.0
03/03/2018 21:00:00.000000,46.0
03/03/2018 22:00:00.000000,48.0
03/03/2018 23:00:00.000000,47.0
