"","date","ID","Site","SensorType","Lat","Long","parameter","val","flag","parameter_units"
"1","2022-01-02 13:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"2","2022-01-02 13:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"3","2022-01-02 13:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"4","2022-01-02 13:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"5","2022-01-02 14:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"6","2022-01-02 14:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"7","2022-01-02 14:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"8","2022-01-02 14:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"9","2022-01-02 15:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"10","2022-01-02 15:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"11","2022-01-02 15:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"12","2022-01-02 15:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"13","2022-01-02 16:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"14","2022-01-02 16:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"15","2022-01-02 16:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"16","2022-01-02 16:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"17","2022-01-02 17:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"18","2022-01-02 17:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"19","2022-01-02 17:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"20","2022-01-02 17:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"21","2022-01-02 18:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"22","2022-01-02 18:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"23","2022-01-02 18:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"24","2022-01-02 18:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"25","2022-01-02 19:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"26","2022-01-02 19:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"27","2022-01-02 19:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"28","2022-01-02 19:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"29","2022-01-02 20:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"30","2022-01-02 20:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"31","2022-01-02 20:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"32","2022-01-02 20:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"33","2022-01-02 21:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"34","2022-01-02 21:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"35","2022-01-02 21:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"36","2022-01-02 21:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"37","2022-01-02 22:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"38","2022-01-02 22:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"39","2022-01-02 22:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"40","2022-01-02 22:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
"41","2022-01-02 23:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"humidity",NA,"missing",NA
"42","2022-01-02 23:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm10",NA,"missing","ug/m3"
"43","2022-01-02 23:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"pm25_p",NA,"missing","ug/m3"
"44","2022-01-02 23:00:00","AUL Denver New (A06KSDHR)","AUL Denver","Clarity",39.75875,-105.01644,"temperature",NA,"missing","F"
