InstrumentName, NJH
StartTime, 2018-09-01 00:00:00
EndTime, 2018-09-30 23:59:59
Date,PM2.5
09/01/2018 00:00:00.000000,3.3
09/01/2018 01:00:00.000000,3.8
09/01/2018 02:00:00.000000,4.6
09/01/2018 03:00:00.000000,4.2
09/01/2018 04:00:00.000000,4.0
09/01/2018 05:00:00.000000,3.8
09/01/2018 06:00:00.000000,3.9
09/01/2018 07:00:00.000000,4.1
09/01/2018 08:00:00.000000,4.5
09/01/2018 09:00:00.000000,4.5
09/01/2018 10:00:00.000000,4.5
09/01/2018 11:00:00.000000,4.2
09/01/2018 12:00:00.000000,4.1
09/01/2018 13:00:00.000000,4.0
09/01/2018 14:00:00.000000,4.0
09/01/2018 15:00:00.000000,3.9
09/01/2018 16:00:00.000000,3.8
09/01/2018 17:00:00.000000,3.7
09/01/2018 18:00:00.000000,3.6
09/01/2018 19:00:00.000000,3.6
09/01/2018 20:00:00.000000,3.6
09/01/2018 21:00:00.000000,3.5
09/01/2018 22:00:00.000000,3.6
09/01/2018 23:00:00.000000,3.6
09/02/2018 00:00:00.000000,3.7
09/02/2018 01:00:00.000000,4.2
09/02/2018 02:00:00.000000,4.2
09/02/2018 14:00:00.000000,5.8
09/02/2018 15:00:00.000000,5.8
09/02/2018 16:00:00.000000,7.7
09/02/2018 17:00:00.000000,8.7
09/02/2018 18:00:00.000000,9.2
09/02/2018 19:00:00.000000,9.9
09/02/2018 23:00:00.000000,10.0
09/03/2018 00:00:00.000000,9.5
09/03/2018 01:00:00.000000,9.8
09/03/2018 02:00:00.000000,9.9
09/03/2018 03:00:00.000000,9.8
09/03/2018 04:00:00.000000,9.7
09/03/2018 05:00:00.000000,10.1
09/03/2018 06:00:00.000000,11.3
09/03/2018 07:00:00.000000,11.6
09/03/2018 08:00:00.000000,11.5
09/03/2018 09:00:00.000000,10.9
09/03/2018 10:00:00.000000,10.4
09/03/2018 11:00:00.000000,10.0
09/03/2018 12:00:00.000000,9.9
09/03/2018 13:00:00.000000,9.9
09/03/2018 14:00:00.000000,10.0
09/03/2018 15:00:00.000000,10.3
09/03/2018 16:00:00.000000,10.3
09/03/2018 17:00:00.000000,10.2
09/03/2018 18:00:00.000000,10.2
09/03/2018 19:00:00.000000,9.6
09/03/2018 20:00:00.000000,8.7
09/03/2018 21:00:00.000000,7.9
09/03/2018 22:00:00.000000,7.2
09/03/2018 23:00:00.000000,6.9
09/04/2018 00:00:00.000000,7.0
09/04/2018 01:00:00.000000,7.0
09/04/2018 02:00:00.000000,6.7
09/04/2018 03:00:00.000000,6.5
09/04/2018 04:00:00.000000,6.8
09/04/2018 05:00:00.000000,7.2
09/04/2018 06:00:00.000000,7.3
09/04/2018 07:00:00.000000,7.5
09/04/2018 08:00:00.000000,7.5
09/04/2018 09:00:00.000000,8.3
09/04/2018 10:00:00.000000,8.5
09/04/2018 11:00:00.000000,8.9
09/04/2018 12:00:00.000000,9.3
09/04/2018 13:00:00.000000,10.2
09/04/2018 14:00:00.000000,11.1
09/04/2018 15:00:00.000000,11.9
09/04/2018 16:00:00.000000,10.8
09/04/2018 17:00:00.000000,10.1
09/04/2018 18:00:00.000000,9.8
09/04/2018 19:00:00.000000,9.8
09/04/2018 20:00:00.000000,10.1
09/04/2018 21:00:00.000000,10.4
09/04/2018 22:00:00.000000,10.4
09/04/2018 23:00:00.000000,10.5
