InstrumentName, NJH
StartTime, 2019-02-01 00:00:00
EndTime, 2019-02-28 23:59:59
Date,PM2.5
02/01/2019 00:00:00.000000,10.6
02/01/2019 01:00:00.000000,13.3
02/01/2019 02:00:00.000000,16.0
02/01/2019 03:00:00.000000,17.4
02/01/2019 04:00:00.000000,15.9
02/01/2019 05:00:00.000000,15.1
02/01/2019 06:00:00.000000,13.7
02/01/2019 07:00:00.000000,10.6
02/01/2019 08:00:00.000000,8.5
02/01/2019 09:00:00.000000,7.2
02/01/2019 10:00:00.000000,6.5
02/01/2019 11:00:00.000000,6.1
02/01/2019 12:00:00.000000,5.6
02/01/2019 13:00:00.000000,6.1
02/01/2019 14:00:00.000000,6.5
02/01/2019 15:00:00.000000,5.8
02/01/2019 16:00:00.000000,5.2
02/01/2019 17:00:00.000000,4.5
02/01/2019 18:00:00.000000,4.0
02/01/2019 19:00:00.000000,3.6
02/01/2019 20:00:00.000000,3.8
02/01/2019 21:00:00.000000,3.1
02/01/2019 22:00:00.000000,3.1
02/01/2019 23:00:00.000000,3.2
02/02/2019 00:00:00.000000,3.8
02/02/2019 01:00:00.000000,5.5
02/02/2019 02:00:00.000000,6.5
02/02/2019 03:00:00.000000,8.6
02/02/2019 04:00:00.000000,9.4
02/02/2019 05:00:00.000000,8.2
02/02/2019 06:00:00.000000,6.8
02/02/2019 07:00:00.000000,5.8
02/02/2019 08:00:00.000000,5.0
02/02/2019 09:00:00.000000,4.3
02/02/2019 10:00:00.000000,3.5
02/02/2019 11:00:00.000000,2.8
02/02/2019 12:00:00.000000,2.7
02/02/2019 13:00:00.000000,2.9
02/02/2019 14:00:00.000000,3.1
02/02/2019 15:00:00.000000,3.3
02/02/2019 16:00:00.000000,3.8
02/02/2019 17:00:00.000000,4.1
02/02/2019 18:00:00.000000,3.4
02/02/2019 19:00:00.000000,2.4
02/02/2019 20:00:00.000000,2.0
02/02/2019 21:00:00.000000,1.8
02/02/2019 22:00:00.000000,1.8
02/02/2019 23:00:00.000000,1.8
02/03/2019 00:00:00.000000,2.5
02/03/2019 01:00:00.000000,4.9
02/03/2019 02:00:00.000000,6.5
02/03/2019 03:00:00.000000,7.5
02/03/2019 04:00:00.000000,7.7
02/03/2019 05:00:00.000000,7.5
02/03/2019 06:00:00.000000,7.3
02/03/2019 07:00:00.000000,6.3
02/03/2019 08:00:00.000000,4.9
02/03/2019 09:00:00.000000,4.9
02/03/2019 10:00:00.000000,3.7
02/03/2019 11:00:00.000000,3.3
02/03/2019 12:00:00.000000,2.3
02/03/2019 13:00:00.000000,1.9
02/03/2019 14:00:00.000000,1.6
02/03/2019 15:00:00.000000,1.7
02/03/2019 16:00:00.000000,1.7
02/03/2019 17:00:00.000000,1.5
02/03/2019 18:00:00.000000,1.3
02/03/2019 19:00:00.000000,1.2
02/03/2019 20:00:00.000000,1.5
02/03/2019 21:00:00.000000,1.4
02/03/2019 22:00:00.000000,1.2
02/03/2019 23:00:00.000000,1.4
02/04/2019 00:00:00.000000,2.2
02/04/2019 01:00:00.000000,3.8
02/04/2019 03:00:00.000000,8.0
02/04/2019 04:00:00.000000,7.8
02/04/2019 05:00:00.000000,6.7
02/04/2019 06:00:00.000000,5.7
02/04/2019 07:00:00.000000,3.8
02/04/2019 08:00:00.000000,2.6
02/04/2019 09:00:00.000000,1.8
02/04/2019 10:00:00.000000,1.4
02/04/2019 11:00:00.000000,1.1
02/04/2019 12:00:00.000000,1.2
02/04/2019 13:00:00.000000,1.8
02/04/2019 14:00:00.000000,2.7
02/04/2019 15:00:00.000000,3.2
02/04/2019 16:00:00.000000,3.8
02/04/2019 17:00:00.000000,3.7
02/04/2019 18:00:00.000000,3.2
02/04/2019 19:00:00.000000,2.9
02/04/2019 20:00:00.000000,6.0
02/04/2019 21:00:00.000000,12.0
02/04/2019 22:00:00.000000,14.8
02/04/2019 23:00:00.000000,16.0
02/05/2019 00:00:00.000000,16.4
02/05/2019 01:00:00.000000,16.1
02/05/2019 02:00:00.000000,15.9
02/05/2019 03:00:00.000000,15.4
02/05/2019 04:00:00.000000,14.8
02/05/2019 05:00:00.000000,14.2
02/05/2019 06:00:00.000000,13.8
02/05/2019 07:00:00.000000,13.7
02/05/2019 08:00:00.000000,14.1
02/05/2019 09:00:00.000000,13.9
02/05/2019 10:00:00.000000,13.9
02/05/2019 11:00:00.000000,14.0
02/05/2019 12:00:00.000000,14.0
02/05/2019 13:00:00.000000,14.1
02/05/2019 14:00:00.000000,14.3
02/05/2019 15:00:00.000000,15.0
02/05/2019 16:00:00.000000,16.5
02/05/2019 17:00:00.000000,17.8
02/05/2019 18:00:00.000000,18.6
02/05/2019 19:00:00.000000,19.1
02/05/2019 20:00:00.000000,19.4
